transaction_amount;hour_of_day;is_weekend;num_items;customer_age;prev_transactions;distance_from_home;device_type;network_quality;is_first_transaction;store_type;velocity_score;is_fraud
83,99;2;0;2;55;3;3,68;1;75,31;0;0;1,06;0
43,86;3;0;1;18;5;5,46;1;94,63;0;0;7,25;0
184,79;2;0;3;34;2;8,54;0;87,05;0;0;6,67;0
29,38;2;0;3;18;1;36,93;0;62,66;0;0;6,48;0
100,61;2;0;3;35;13;23,95;2;83,47;0;1;4,99;0
118,08;3;0;2;33;3;63,68;1;75,31;0;0;5,81;0
115,49;2;0;2;18;2;14,13;1;70,79;0;0;4,02;0
93,02;3;0;2;25;2;10,44;1;27,7;0;0;1,25;0
135,57;3;0;5;63;2;15,52;0;78,16;0;0;5,53;0
95,6;1;0;0;22;0;18,25;0;75,31;0;0;5,83;0
91,25;3;0;3;41;0;1,39;1;65,8;0;0;4,59;0
85,13;2;0;4;18;2;44,3;0;75,31;0;0;2,75;0
87,02;2;0;5;40;1;61,76;0;74,78;0;0;7,04;0
70,13;3;0;0;28;4;43,32;0;47,61;0;0;6,13;0
107,17;2;0;7;46;2;17,32;2;76,54;0;0;4,99;0
68,13;3;0;3;29;4;0,75;0;91,24;0;1;4,89;0
137,18;2;0;3;29;3;12,45;1;65,1;0;0;6,16;0
17,73;3;1;3;58;0;1,28;2;89,04;0;0;1,97;1
146,91;2;0;5;44;6;8,34;0;80,04;0;1;0,13;0
159,2;1;0;3;29;1;43,29;0;33,99;0;1;4,68;0
39,14;2;0;3;28;4;66,92;0;76,5;0;0;5,3;0
16,36;2;0;2;35;3;68,23;0;56,15;0;1;4,99;0
99,48;1;0;0;35;4;17,32;1;96,55;0;1;1,79;0
19,32;2;0;4;65;10;3,59;0;69,85;0;1;4,99;0
135,42;3;0;5;28;10;5,75;0;56,18;0;0;4,99;1
134,32;3;0;2;18;5;11,0;1;78,62;0;0;4,65;0
67,33;2;0;5;33;0;68,23;0;40,97;0;0;3,55;0
1,0;2;0;3;60;2;38,19;0;45,65;0;0;5,86;0
148,52;2;1;3;35;1;17,32;1;51,18;0;0;4,41;0
116,39;3;0;1;18;13;0,57;0;61,59;0;1;6,46;0
116,58;3;0;2;24;9;27,78;0;87,19;0;1;0,0;0
85,78;1;0;2;18;1;12,61;2;62,9;0;0;3,24;0
101,74;2;0;1;63;2;18,98;0;64,44;1;0;3,34;0
36,08;3;0;7;20;7;26,42;0;77,3;0;0;3,03;0
124,94;3;0;1;44;7;26,19;2;70,12;0;0;4,99;0
167,02;2;0;3;78;4;9,7;0;70,91;0;0;8,45;1
58,66;3;0;4;35;6;11,06;0;100,0;0;1;8,56;1
172,08;2;0;2;64;0;3,12;1;100,0;0;0;8,3;0
157,3;1;0;3;57;3;49,87;1;71,86;0;0;6,95;1
153,0;2;0;3;32;2;3,71;0;53,63;0;0;2,09;0
47,31;3;0;5;43;0;0,28;0;79,91;0;0;3,38;0
24,24;2;0;2;46;9;9,77;0;51,58;0;0;7,84;0
64,23;3;0;4;46;0;20,38;1;64,61;0;0;6,67;0
113,46;1;0;1;35;0;37,07;0;75,31;0;1;10,77;1
159,67;1;0;1;39;13;17,32;1;87,63;0;0;4,99;1
8,42;2;0;2;35;1;17,32;1;85,78;0;0;7,26;0
41,05;3;1;4;34;0;8,95;0;100,0;0;0;5,6;0
130,16;2;0;0;31;2;17,32;0;44,31;0;0;1,94;0
20,79;2;0;2;52;3;33,02;0;49,57;1;0;7,86;0
97,1;2;0;6;41;1;56,29;0;61,23;0;0;7,72;0
123,65;1;0;5;41;1;1,59;1;58,42;0;0;4,99;0
55,17;2;0;3;61;2;32,05;0;86,95;1;0;2,21;0
84,24;2;0;7;36;0;23,47;2;55,84;0;0;6,65;0
91,22;3;0;3;55;3;17,23;0;80,94;0;0;6,01;0
58,28;1;0;5;56;7;1,25;0;79,15;1;0;4,02;0
79,13;1;0;5;45;2;48,32;2;96,78;0;0;5,14;0
99,01;1;0;6;23;7;23,5;2;71,94;0;1;5,15;0
26,03;1;0;1;55;13;40,05;2;75,31;0;0;6,01;0
88,05;1;0;2;35;6;15,0;2;87,52;0;0;6,84;0
185,95;2;0;6;35;3;26,81;1;63,4;0;0;4,92;0
32,51;2;0;3;24;3;17,32;0;24,92;0;0;0,34;0
90,31;2;0;2;33;1;16,07;0;60,85;0;0;6,95;0
74,16;3;0;1;51;1;68,23;0;72,85;0;0;4,99;0
192,61;2;0;2;35;0;8,78;2;98,97;0;0;4,99;0
157,46;2;0;4;67;3;8,03;1;100,0;0;0;4,84;0
132,14;3;0;6;22;2;0,61;0;66,55;0;0;3,07;1
104,48;2;0;3;36;13;10,05;1;78,59;0;0;4,55;0
150,31;3;0;2;58;2;9,35;0;61,74;0;1;2,42;0
107,06;3;0;4;41;4;17,32;1;95,7;0;0;6,5;0
119,1;3;0;1;28;0;51,13;1;92,54;0;0;11,1;0
63,6;1;0;4;19;3;12,13;1;72,84;0;0;6,22;0
166,53;3;0;3;49;3;12,48;0;75,31;0;1;4,77;0
44,4;3;0;1;33;2;8,16;0;89,77;0;1;3,11;0
1,0;3;0;2;30;1;68,23;2;88,66;0;0;5,24;0
42,44;2;1;4;33;0;16,69;0;58,96;0;0;4,53;0
143,46;3;0;4;32;4;14,74;0;67,38;0;0;4,99;0
69,61;2;0;1;37;8;8,56;0;97,56;0;1;3,26;0
115,71;3;0;4;40;13;20,03;0;78,27;0;0;4,96;1
99,48;2;0;3;22;5;51,89;1;72,22;0;0;4,48;0
84,7;2;0;3;53;3;5,28;2;62,26;0;0;3,34;0
52,98;1;1;4;41;6;17,32;0;74,18;0;0;5,93;1
1,0;2;0;3;20;0;68,23;0;64,49;0;0;8,42;0
193,29;3;0;2;33;6;4,42;0;71,42;0;0;5,65;0
99,48;1;0;4;52;1;7,23;2;74,54;0;1;4,99;1
72,52;2;0;2;23;0;40,43;0;45,1;0;1;0,74;0
46,36;3;0;1;22;3;28,77;1;78,62;1;1;4,99;1
120,33;2;0;5;35;3;17,32;0;56,32;0;1;3,46;0
93,49;2;0;5;47;0;49,23;2;77,61;1;0;4,99;0
41,53;2;1;3;45;0;15,84;1;49,99;1;0;7,77;0
153,27;2;1;6;28;0;14,06;1;85,56;0;0;3,2;0
61,21;3;0;4;53;6;1,33;0;83,73;0;1;4,71;0
75,84;3;0;4;35;3;2,71;1;56,44;0;0;4,67;0
129,76;2;0;6;53;13;61,25;1;50,14;0;0;4,99;0
34,41;2;0;0;29;2;32,44;0;63,85;0;0;4,99;0
168,43;3;0;4;73;10;8,63;0;61,33;0;1;4,99;0
59,52;3;0;2;54;4;2,69;2;75,31;0;1;1,17;1
162,63;3;0;3;60;0;16,67;0;98,22;0;1;4,14;0
102,79;2;0;2;38;3;6,83;0;72,26;0;1;0,54;0
76,12;2;0;3;57;0;68,23;0;54,48;0;0;4,9;0
125,51;2;0;3;26;2;68,23;0;54,65;0;0;4,99;0
95,17;2;0;0;56;0;5,83;2;47,21;0;1;4,11;0
99,48;3;0;3;31;3;17,32;0;42,01;0;0;7,55;1
53,01;2;0;3;18;0;7,44;1;89,63;0;0;5,07;0
44,71;3;0;2;28;0;68,23;1;100,0;0;0;4,99;0
61,92;3;0;3;26;6;68,23;0;55,97;0;0;3,59;0
158,64;1;0;0;45;3;39,72;2;69,98;0;0;7,55;0
99,48;2;0;4;32;2;39,67;0;48,64;1;0;4,99;0
106,83;1;0;0;41;2;2,21;1;65,12;0;1;4,99;0
111,21;1;0;4;35;6;19,2;1;59,66;0;0;4,74;0
32,74;3;0;6;26;3;56,19;0;61,09;0;0;5,32;0
58,04;2;0;1;18;1;26,78;0;77,54;0;0;4,48;0
92,62;3;0;2;52;1;9,62;2;100,0;0;1;2,82;0
157,8;3;0;1;23;3;48,89;0;100,0;0;0;4,99;0
161,19;2;0;2;20;12;13,21;0;94,27;0;0;4,99;0
99,48;1;0;5;27;1;33,38;2;66,16;0;1;3,98;0
97,94;2;0;5;35;0;1,14;0;56,39;0;0;3,81;0
130,94;1;0;3;55;5;68,23;1;63,08;0;0;3,14;0
112,9;3;0;5;50;1;8,48;0;55,16;1;0;5,09;0
114,03;3;0;3;35;9;14,78;1;58,19;0;1;4,99;1
126,71;2;0;1;34;0;23,06;1;80,49;0;0;3,67;0
26,72;2;0;4;37;3;4,13;0;99,43;0;0;7,9;0
83,62;3;0;3;27;0;6,41;2;53,61;0;0;2,66;0
15,47;2;0;3;41;1;21,89;1;68,46;0;1;6,78;0
111,78;2;0;3;40;3;5,69;0;29,47;1;0;8,18;0
4,75;3;0;2;30;7;7,63;0;61,19;1;0;4,68;1
183,74;2;0;5;55;13;20,95;0;100,0;0;1;6,87;0
115,4;2;0;4;46;1;34,86;0;81,54;0;0;6,49;1
53,88;2;0;1;35;3;17,32;1;54,98;0;0;3,28;0
51,77;1;1;2;30;2;2,74;0;55,91;0;0;5,03;0
128,83;3;0;1;33;3;15,74;0;52,09;0;0;2,83;0
99,48;3;0;3;52;13;14,33;0;55,93;0;0;5,68;0
183,67;3;0;0;33;0;53,73;0;75,31;0;0;7,07;0
99,48;2;0;6;45;1;38,69;1;66,78;0;0;5,67;0
99,48;2;0;5;64;1;17,32;2;85,64;0;0;9,98;0
58,69;2;0;2;30;1;34,5;0;74,75;0;0;5,1;1
83,01;1;0;4;21;7;17,32;0;81,34;0;0;3,77;0
81,54;1;0;3;43;3;50,79;1;69,6;0;0;6,71;1
57,38;2;0;4;18;9;17,32;0;75,31;0;1;7,77;0
166,83;2;1;3;39;5;34,81;0;62,9;0;0;2,66;0
84,32;2;0;4;35;10;19,26;2;43,18;0;1;4,87;0
57,19;2;0;5;35;4;6,9;0;67,31;0;0;1,95;0
58,96;2;0;4;46;5;53,77;0;82,14;0;0;3,72;1
45,92;2;0;6;35;2;17,32;1;82,58;1;0;4,99;0
101,72;2;0;4;18;4;41,39;1;75,31;0;0;6,45;0
123,95;1;1;1;33;2;4,64;0;75,31;0;0;2,55;0
88,27;2;0;2;56;4;68,23;1;74,93;0;0;5,79;0
98,72;2;0;10;36;12;35,2;0;80,83;1;0;6,89;0
70,85;2;0;1;33;12;45,41;1;82,29;0;1;2,41;0
141,98;2;0;1;37;6;5,68;2;62,78;0;1;2,63;0
148,76;2;0;2;43;3;40,96;0;64,56;0;0;4,66;0
91,59;1;0;2;40;0;38,63;0;53,4;0;0;2,37;0
60,81;2;0;3;18;13;20,17;1;75,31;1;0;5,4;0
49,79;2;0;2;28;2;12,49;1;67,35;0;0;3,04;0
28,76;3;0;2;56;0;17,32;1;45,41;0;1;6,47;0
129,43;2;1;10;47;4;68,23;0;75,31;0;0;4,49;0
64,16;2;0;4;35;6;52,87;1;35,97;0;0;5,65;0
73,8;3;0;3;49;8;47,68;1;84,13;0;0;6,9;0
174,9;3;0;2;46;0;39,71;0;67,19;0;0;5,93;0
47,64;2;0;1;36;3;28,96;0;86,94;0;0;9,03;1
86,62;2;0;2;34;3;29,85;0;50,24;1;0;4,27;0
49,65;3;0;2;41;13;20,28;0;86,5;0;0;7,27;0
92,38;1;0;6;35;5;4,7;1;100,0;0;0;4,99;0
100,78;3;0;3;44;3;5,83;0;57,39;0;1;4,99;0
125,7;2;0;7;36;7;27,4;0;82,61;0;0;7,35;1
29,66;2;0;5;51;2;6,61;1;91,01;0;0;4,81;0
111,22;2;0;3;58;2;9,51;0;73,52;0;0;8,19;0
99,48;2;0;7;37;2;25,81;0;88,0;0;0;4,99;0
124,03;2;0;3;18;6;44,61;0;89,9;0;0;5,31;0
114,95;1;0;2;35;3;4,16;2;90,36;0;0;3,82;0
77,31;2;1;3;35;7;25,6;2;100,0;0;0;5,75;0
67,54;2;0;4;26;3;53,93;1;92,62;0;0;5,4;0
66,61;1;0;3;35;3;17,32;2;66,28;0;1;4,99;0
138,6;3;0;2;51;4;23,39;1;75,31;0;0;5,02;0
143,97;2;0;4;18;1;4,15;0;66,86;0;1;4,57;0
116,31;2;0;3;41;1;4,1;0;86,25;0;1;4,07;0
59,26;2;0;5;41;2;4,46;2;56,83;0;0;4,46;1
154,54;3;0;4;34;2;1,51;1;68,59;0;1;2,4;1
118,08;2;0;2;32;2;10,79;0;75,31;0;0;6,57;0
94,75;3;0;2;18;3;43,79;1;48,65;0;0;3,41;0
99,48;2;1;5;35;4;17,32;2;100,0;0;0;4,99;0
99,48;2;0;1;24;4;68,23;0;56,84;0;0;2,71;0
57,74;3;0;4;35;1;28,08;0;60,89;0;0;7,0;0
91,05;3;0;2;29;4;17,43;1;74,0;0;0;6,5;0
55,18;1;0;6;33;3;20,8;0;71,0;0;0;4,99;0
59,23;2;0;2;56;0;0,65;2;89,86;0;1;5,12;0
101,69;2;0;0;35;13;12,29;0;70,5;0;0;4,88;0
209,49;3;1;4;18;6;31,06;2;83,09;0;0;4,99;0
1,0;2;0;5;44;0;68,23;1;60,68;1;0;4,19;0
134,55;2;0;2;45;5;12,61;0;71,95;0;1;6,86;0
42,85;3;0;6;18;0;15,7;2;92,72;0;1;5,58;0
136,59;3;0;3;33;0;11,51;0;79,03;0;0;3,94;0
89,76;2;0;5;35;1;16,62;2;78,78;1;0;4,99;0
50,71;2;0;5;35;2;0,05;0;52,11;0;1;5,47;0
105,71;3;0;3;18;1;38,99;0;75,31;0;0;7,18;0
90,45;2;0;1;48;9;57,32;1;52,71;0;0;4,96;0
63,99;3;0;2;28;8;13,62;0;87,73;0;0;3,48;0
159,53;2;0;6;18;4;17,32;1;84,85;0;0;7,64;0
167,61;2;0;4;35;3;18,86;1;75,59;0;0;3,64;0
90,86;2;0;2;36;0;39,29;1;83,14;0;0;7,12;1
77,99;1;0;1;18;4;0,3;0;75,31;0;1;2,43;0
1,0;2;0;3;43;4;54,91;1;100,0;0;0;0,32;0
117,49;2;0;2;32;1;11,92;0;80,31;0;0;4,87;1
168,7;3;1;2;48;5;48,62;2;88,88;0;1;2,17;0
168,92;3;0;3;42;3;2,16;0;96,74;0;1;6,7;0
7,67;1;0;3;48;13;17,25;1;82,87;0;0;5,0;0
99,48;3;0;2;18;13;19,88;1;45,96;0;0;5,4;0
116,6;2;0;0;59;0;17,32;2;52,93;0;0;1,33;0
107,9;2;0;4;18;1;19,32;2;100,0;0;1;0,98;0
153,93;2;0;1;44;10;4,35;0;100,0;1;1;4,99;0
154,13;3;1;5;37;3;64,93;0;100,0;0;1;2,69;0
90,8;2;0;5;34;1;6,76;1;65,85;0;1;3,21;1
99,48;2;0;3;56;0;17,32;0;62,06;0;0;4,36;0
79,78;2;0;1;40;13;63,68;0;91,99;0;0;7,6;0
153,72;3;0;4;35;0;17,32;1;70,69;0;0;4,99;0
164,19;2;0;2;61;3;6,1;0;72,79;0;0;5,49;0
118,86;3;0;2;29;7;22,56;2;72,79;0;1;3,34;0
102,18;2;0;3;47;0;16,81;0;85,21;0;0;3,01;0
85,6;2;1;4;20;7;17,32;1;78,86;0;0;3,76;0
99,48;1;0;2;22;4;40,16;2;100,0;0;1;4,99;0
69,81;3;1;5;18;1;0,22;2;58,24;0;0;4,5;0
52,06;1;0;3;27;12;17,32;1;79,63;0;0;4,77;0
99,48;3;0;5;40;6;57,12;0;64,24;0;0;3,53;0
60,99;1;0;3;18;1;9,46;0;84,99;0;0;1,51;0
57,84;2;1;3;29;3;6,28;0;28,95;0;0;4,53;0
25,76;2;1;3;52;1;30,07;2;46,22;0;1;5,22;0
102,83;3;0;3;50;9;24,57;0;80,24;0;0;8,51;0
1,2;2;0;4;20;2;68,23;0;68,51;0;0;7,58;0
118,02;2;1;5;37;4;28,17;1;100,0;0;1;6,6;0
98,44;1;0;4;35;3;5,76;1;56,02;0;1;1,37;1
37,12;1;0;2;47;13;22,0;0;64,56;0;0;6,39;1
53,62;3;0;3;36;13;5,77;0;87,94;1;1;8,54;0
165,88;2;0;5;37;3;32,11;1;95,49;0;1;3,06;0
110,77;2;1;1;18;2;16,62;0;55,59;0;1;3,55;0
116,15;3;1;2;28;5;34,27;2;73,5;0;0;7,09;0
109,24;2;0;1;18;1;42,29;2;41,78;0;0;11,08;0
35,58;3;0;1;20;9;6,69;0;96,73;0;0;6,32;0
104,97;3;0;4;18;8;35,1;0;68,78;0;0;6,34;1
97,22;2;0;6;18;1;27,6;1;32,54;0;1;4,99;0
89,15;2;0;3;20;9;35,4;0;71,94;0;0;5,92;0
109,47;2;0;3;27;12;6,01;1;99,34;0;1;4,04;0
185,13;2;0;1;35;1;17,3;0;61,78;0;1;4,99;0
213,62;3;0;2;47;5;21,52;1;100,0;0;0;4,99;0
174,0;3;0;3;24;10;7,51;0;80,79;0;0;1,14;0
28,66;1;0;3;18;2;1,89;0;51,98;0;0;5,76;0
14,87;3;0;2;39;6;48,3;2;92,99;0;1;4,99;0
204,62;3;0;2;47;0;19,8;1;75,82;0;0;4,99;0
90,33;3;0;2;25;9;59,93;1;91,7;1;1;5,13;0
1,0;2;0;5;50;1;68,23;0;86,31;0;1;3,68;0
172,61;2;0;5;35;6;25,84;0;94,73;0;0;1,73;0
152,35;1;0;3;26;1;9,51;0;40,23;0;0;4,99;0
92,44;2;0;3;37;1;68,23;0;75,31;0;0;4,34;1
36,86;2;0;7;34;4;36,72;0;88,39;0;0;4,99;0
148,12;2;0;0;21;13;58,49;0;41,45;0;0;4,57;0
49,7;3;1;2;39;3;28,85;0;100,0;0;0;3,64;0
133,96;3;0;3;47;0;49,78;1;57,26;0;1;4,99;0
77,03;1;0;3;48;6;32,26;2;28,49;1;1;5,21;0
65,82;1;1;1;18;3;7,05;0;100,0;0;1;7,33;0
173,88;2;0;2;35;13;58,98;0;66,44;0;1;6,24;0
159,45;1;0;3;19;4;0,76;1;88,56;0;1;6,12;0
99,48;3;0;1;62;1;17,32;1;75,31;0;0;4,66;0
154,59;2;0;2;27;0;45,65;1;85,77;0;0;1,9;0
158,64;3;0;3;47;5;12,08;0;85,29;1;0;5,87;0
127,34;2;0;2;54;0;10,38;2;65,86;0;0;4,25;0
126,11;3;0;4;32;2;42,16;0;68,94;0;0;5,17;0
6,51;3;0;0;24;5;7,44;0;100,0;1;1;5,01;0
90,55;2;0;3;55;6;68,23;2;65,96;0;1;5,09;0
53,93;3;0;7;26;4;1,45;0;74,85;1;0;4,56;0
95,43;2;0;1;35;7;18,75;1;75,31;0;0;6,06;0
93,57;2;0;3;18;0;4,07;1;82,14;0;0;5,7;0
73,51;2;0;3;57;1;26,39;0;79,06;0;0;4,99;0
101,22;2;0;4;39;6;26,19;2;70,21;0;0;6,15;0
90,98;2;0;2;49;13;36,57;1;79,31;0;1;7,8;0
70,92;1;0;6;37;3;68,23;2;73,78;0;0;3,74;0
99,48;2;0;3;29;1;64,85;0;95,24;0;0;5,72;0
99,48;2;0;2;52;3;14,17;1;50,42;0;0;4,76;0
18,48;3;0;7;45;1;36,19;0;75,31;0;1;7,92;0
78,99;3;0;6;35;1;6,22;0;71,49;0;1;3,85;0
25,94;3;0;4;18;1;10,12;2;79,55;0;1;4,05;0
31,4;2;0;2;18;2;27,77;1;100,0;0;0;6,58;0
102,91;2;0;3;35;10;17,32;0;85,01;0;0;5,12;0
131,9;2;0;1;36;6;15,26;1;57,18;0;0;3,46;0
21,77;2;1;4;36;1;41,23;0;97,54;0;0;8,14;0
66,42;2;0;4;29;2;64,84;1;73,78;0;0;4,83;0
178,23;3;0;1;35;6;39,86;1;52,8;0;0;3,27;0
50,37;2;0;5;37;5;13,91;0;50,84;0;0;5,7;0
1,0;2;0;3;36;13;8,55;1;90,89;1;1;4,14;0
122,02;2;1;3;35;1;17,32;0;80,24;1;1;2,21;1
158,56;2;0;1;24;0;34,82;0;81,62;0;0;4,26;0
84,74;3;0;3;49;1;1,73;0;100,0;1;0;7,4;0
133,33;2;0;6;20;5;37,66;0;100,0;0;0;5,6;0
86,3;3;0;3;40;0;45,2;0;52,04;1;1;1,76;0
89,67;2;0;5;53;2;2,28;2;75,31;0;0;5,61;0
132,62;3;0;5;18;3;5,97;0;93,54;0;0;1,69;0
124,64;2;0;5;48;0;9,8;2;85,11;0;1;2,97;0
104,89;2;0;3;18;4;5,74;1;86,02;0;1;4,99;0
57,65;2;0;3;24;0;34,47;1;70,24;0;0;5,56;0
86,72;2;0;5;40;12;38,81;0;81,22;0;0;4,72;0
42,4;2;0;1;45;0;2,63;2;54,57;0;1;3,08;0
189,88;3;0;4;35;3;12,52;0;81,47;0;1;2,93;0
58,59;2;0;2;23;2;1,83;2;88,42;0;0;3,21;0
37,81;3;0;3;42;2;14,28;0;75,32;0;0;5,47;0
202,89;2;1;3;33;2;6,41;0;73,35;0;0;4,99;0
59,75;2;0;5;18;1;17,32;0;85,11;0;0;6,6;0
99,48;1;0;2;35;3;26,05;2;96,38;0;0;4,99;0
95,24;3;1;1;44;4;33,71;0;74,46;0;0;9,07;0
96,9;3;0;3;54;1;21,51;1;95,59;0;0;7,7;0
148,24;2;0;2;46;12;44,62;1;53,5;1;1;5,86;0
87,57;3;0;3;35;12;18,06;1;84,11;0;0;6,48;0
51,18;2;0;4;35;3;23,72;2;99,62;0;0;7,99;0
114,64;3;1;6;18;3;17,32;0;57,12;0;0;4,8;0
168,21;3;0;2;55;2;20,57;0;62,74;0;0;5,88;0
21,44;2;0;8;54;7;33,6;1;43,3;0;1;6,5;0
95,26;2;0;2;43;13;17,32;1;83,83;0;1;4,18;0
64,52;3;0;2;35;1;0,2;1;78,31;0;0;5,66;0
106,16;3;1;2;31;9;18,9;1;47,44;0;0;3,79;0
42,33;3;0;3;48;4;16,99;1;86,29;0;1;9,14;0
148,94;2;0;2;35;3;0,16;2;74,7;0;1;4,75;0
125,75;2;0;2;31;4;21,96;0;85,7;0;0;2,86;0
40,08;1;0;3;27;8;13,45;1;73,01;0;0;6,36;0
112,47;2;0;6;35;13;1,21;2;53,17;0;1;4,16;0
97,83;2;1;6;18;6;8,3;0;67,7;0;1;4,25;0
60,48;2;0;6;38;0;28,2;2;80,19;0;1;4,99;0
99,48;2;0;3;53;0;6,64;1;77,96;0;0;4,99;0
99,45;2;0;3;36;7;0,41;2;73,45;0;1;5,8;0
86,5;3;0;2;29;8;17,32;1;64,84;0;0;4,07;0
104,88;3;0;2;41;3;31,08;2;82,61;0;0;5,24;0
129,59;2;0;6;35;7;68,23;1;90,79;0;1;4,99;0
46,13;2;0;4;18;7;34,18;1;38,79;0;1;5,54;0
68,57;2;0;4;52;3;11,6;2;73,49;0;0;4,66;0
115,99;2;0;3;18;6;0,75;1;86,89;0;0;3,1;1
96,58;2;0;1;50;0;1,13;0;78,22;0;0;5,6;0
99,48;1;0;2;36;4;0,15;1;87,62;0;0;4,99;0
142,51;1;1;3;50;5;9,97;0;69,93;0;0;6,77;0
106,71;3;1;0;27;0;66,64;1;88,07;0;0;7,19;1
92,41;2;0;5;50;1;10,22;0;83,48;0;0;8,11;0
80,58;3;0;2;39;5;5,62;1;58,66;0;0;5,12;0
146,47;1;0;5;35;7;15,11;0;65,79;0;0;3,39;0
62,41;2;0;4;24;5;17,26;0;69,06;0;1;4,39;0
1,0;1;1;5;40;12;67,21;1;65,07;0;0;4,84;1
80,64;2;0;8;40;1;13,72;2;85,98;0;0;5,74;0
99,48;2;0;6;46;3;17,32;2;57,28;0;1;3,6;0
94,52;1;0;5;50;2;26,29;1;71,11;0;0;3,93;0
93,55;2;0;3;56;10;10,36;0;100,0;0;0;8,17;0
99,48;3;0;3;35;2;4,19;0;47,5;0;0;4,99;0
94,28;3;0;7;37;0;3,86;1;100,0;1;0;7,86;0
99,48;3;0;2;35;2;11,17;2;69,12;0;0;5,62;0
64,66;3;0;3;24;4;36,61;1;93,87;0;0;4,99;0
62,23;2;0;1;39;3;13,99;0;93,78;0;1;7,05;0
87,02;2;0;3;40;4;57,36;0;82,14;0;0;6,56;0
108,57;2;0;5;56;8;22,48;2;97,4;0;1;6,46;0
120,69;2;0;1;18;8;17,32;0;100,0;0;0;3,67;0
160,33;3;0;3;37;3;3,07;0;51,76;0;0;7,63;0
99,48;1;0;3;27;8;17,32;1;55,57;0;0;9,17;0
202,81;2;0;2;50;3;14,84;0;100,0;0;0;5,57;0
122,84;3;0;4;18;4;13,5;0;100,0;0;0;4,78;0
34,05;3;0;6;51;0;32,63;0;100,0;0;1;2,38;0
100,08;3;1;1;35;13;42,79;2;62,9;0;1;2,25;0
149,13;3;0;4;35;0;63,57;1;75,31;0;0;6,28;1
34,63;2;0;3;35;5;2,59;0;31,92;0;0;5,17;1
125,76;2;0;5;27;13;25,89;0;58,19;0;1;5,7;0
61,61;2;0;1;18;0;25,93;0;83,55;0;1;5,63;0
76,68;1;1;3;20;3;12,99;0;66,58;1;0;1,33;0
121,84;3;0;5;21;2;2,52;0;100,0;1;1;1,74;0
99,48;3;0;2;18;4;2,32;0;62,0;0;0;4,91;0
72,59;3;0;4;18;12;40,48;0;96,62;0;1;6,75;0
99,48;3;0;2;32;10;28,91;2;62,81;0;1;2,06;0
19,99;2;0;2;37;3;17,28;1;75,31;0;0;5,87;1
81,26;3;0;3;44;4;10,91;0;75,31;1;1;4,6;1
84,6;2;0;1;33;5;12,76;0;83,17;0;0;6,9;0
60,19;2;0;3;58;2;13,67;2;46,02;0;0;2,4;0
70,38;2;0;2;64;4;10,08;0;70,68;0;0;2,76;0
24,85;2;0;1;18;0;17,32;0;95,33;0;1;6,89;0
69,27;2;1;3;28;5;8,03;0;53,69;0;0;3,7;1
137,74;2;0;6;35;3;34,9;0;62,09;1;1;8,88;0
99,48;2;0;0;24;0;40,11;0;75,31;0;0;3,8;0
190,28;3;0;4;18;2;22,66;0;75,31;0;0;5,3;0
40,05;2;0;3;33;13;36,67;0;60,49;0;0;4,53;1
129,52;2;0;4;26;3;32,97;2;59,12;0;0;6,63;0
80,61;2;0;5;18;3;5,48;2;63,85;0;0;5,85;0
99,48;3;0;2;40;9;4,77;0;71,84;0;0;5,84;0
51,29;3;0;1;35;3;12,69;0;62,96;0;0;3,71;0
69,8;2;0;0;35;0;44,87;1;39,69;0;0;8,71;0
27,6;2;0;0;40;11;10,71;0;61,73;0;0;5,49;0
163,74;2;0;7;18;1;6,18;1;68,05;0;0;6,44;0
45,13;2;0;3;49;0;7,78;0;47,65;0;1;4,43;0
99,48;3;0;1;32;3;17,32;1;56,77;0;0;4,39;0
107,48;2;0;3;51;0;17,82;2;67,23;0;0;5,82;0
162,39;2;0;3;18;4;60,93;0;63,12;0;0;6,09;0
199,78;2;0;4;32;0;3,87;2;86,99;0;1;7,06;0
93,83;1;0;1;61;6;9,7;0;51,58;0;1;4,99;0
148,8;2;0;2;48;3;2,0;0;43,88;0;0;4,99;0
74,91;2;0;3;39;0;68,23;2;64,95;0;0;6,52;0
134,81;3;0;2;37;6;44,39;2;33,78;0;0;3,34;0
66,59;2;0;2;20;1;42,2;0;56,58;0;0;5,65;1
29,23;2;1;5;34;1;46,88;0;86,61;0;0;5,83;0
99,11;3;0;5;18;0;8,08;0;84,32;0;0;4,99;0
66,66;2;0;5;18;13;1,64;0;77,78;0;0;3,19;0
167,54;3;0;2;35;0;3,23;2;66,13;0;0;4,44;0
161,51;3;0;1;51;2;27,34;1;76,88;0;0;2,25;0
204,55;2;0;5;27;13;0,17;0;83,89;1;0;4,99;0
84,35;3;0;4;40;6;37,65;2;59,23;1;0;4,17;0
107,77;2;0;3;18;2;68,23;0;62,34;0;1;1,59;0
1,0;1;0;1;48;12;41,21;0;82,66;0;1;4,99;0
101,42;2;0;2;25;0;17,32;0;96,14;0;1;4,31;0
145,52;2;0;2;42;1;4,38;0;92,54;0;0;4,05;1
93,39;2;0;3;35;4;5,75;0;60,19;0;0;2,91;0
166,41;2;0;0;36;13;19,52;0;69,96;0;0;3,31;0
181,92;3;0;6;19;1;44,96;1;100,0;0;1;4,12;0
54,61;2;0;1;30;6;2,7;0;75,31;0;1;5,47;0
